,area_type,availability,location,size,total_sqft,bath,balcony,price,price_per_sqft,price_per_sqft_x_1000
10711,Super built-up  Area,Ready To Move,Koramangala,2 BHK,1320.0,2.0,1.0,160.0,0.12121212121212122,121.21212121212122
10715,Super built-up  Area,Ready To Move,Prithvi Layout,3 BHK,2100.0,3.0,3.0,125.0,0.05952380952380952,59.52380952380952
10719,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1419.59,2.0,1.0,65.0,0.045787868328179264,45.787868328179265
10724,Built-up  Area,Ready To Move,Koramangala,3 BHK,1710.0,3.0,2.0,210.0,0.12280701754385964,122.80701754385964
10725,Carpet  Area,Ready To Move,JP Nagar,3 BHK,2400.0,3.0,3.0,196.0,0.08166666666666667,81.66666666666667
10730,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,99.0,0.0543956043956044,54.395604395604394
10731,Super built-up  Area,Ready To Move,Bhoganhalli,4 BHK,2439.0,4.0,3.0,170.0,0.06970069700697007,69.70069700697007
10732,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3.0,2.0,78.0,0.04684684684684685,46.846846846846844
10734,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,1091.0,2.0,1.0,40.0,0.03666361136571952,36.663611365719525
10736,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1720.0,3.0,2.0,224.0,0.13023255813953488,130.2325581395349
10737,Built-up  Area,Ready To Move,Brookefield,4 Bedroom,3675.0,4.0,3.0,176.0,0.04789115646258504,47.89115646258504
10740,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1299.0,2.0,1.0,97.0,0.07467282525019246,74.67282525019246
10741,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1491.0,3.0,2.0,85.0,0.05700871898054997,57.008718980549965
10746,Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,1125.0,2.0,1.0,55.0,0.04888888888888889,48.88888888888889
10747,Built-up  Area,Ready To Move,Electronic City,3 BHK,1275.0,3.0,1.0,70.0,0.054901960784313725,54.90196078431372
10749,Plot  Area,Ready To Move,Sarjapur  Road,5 Bedroom,10000.0,4.0,2.0,975.0,0.0975,97.5
10750,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,1330.0,2.0,2.0,74.0,0.055639097744360905,55.6390977443609
10755,Super built-up  Area,Ready To Move,Electronic City,2 BHK,770.0,1.0,1.0,38.0,0.04935064935064935,49.350649350649356
10756,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3930.0,5.0,2.0,330.0,0.08396946564885496,83.96946564885496
10759,Built-up  Area,Ready To Move,Harlur,4 BHK,2569.0,4.0,1.0,175.0,0.0681198910081744,68.11989100817439
10761,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1116.0,2.0,3.0,51.91,0.046514336917562724,46.51433691756272
10762,Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,1707.0,3.0,2.0,115.0,0.06736965436438196,67.36965436438196
10768,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,1700.0,2.0,2.0,76.0,0.04470588235294118,44.70588235294118
10769,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1383.0,2.0,2.0,76.18,0.05508315256688359,55.08315256688359
10773,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2072.0,4.0,2.0,151.0,0.07287644787644787,72.87644787644787
10775,Super built-up  Area,Ready To Move,Jalahalli,1 BHK,615.0,1.0,1.0,46.0,0.07479674796747968,74.79674796747967
10776,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1116.0,2.0,1.0,45.0,0.04032258064516129,40.32258064516129
10782,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,2289.0,3.0,3.0,180.0,0.07863695937090433,78.63695937090432
10785,Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,1080.0,2.0,1.0,38.0,0.03518518518518519,35.18518518518519
10787,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,910.0,2.0,3.0,36.0,0.03956043956043956,39.56043956043956
10788,Plot  Area,Ready To Move,Hormavu,2 Bedroom,1200.0,2.0,0.0,73.0,0.060833333333333336,60.833333333333336
10789,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1110.0,2.0,1.0,39.9,0.03594594594594595,35.945945945945944
10793,Super built-up  Area,Ready To Move,AECS Layout,2 BHK,1005.0,2.0,1.0,55.0,0.05472636815920398,54.72636815920398
10797,Super built-up  Area,Ready To Move,Electronic City,2 BHK,660.0,1.0,1.0,23.0,0.03484848484848485,34.84848484848485
10801,Super built-up  Area,Ready To Move,Basapura,2 BHK,1100.0,2.0,1.0,60.0,0.05454545454545454,54.54545454545454
10805,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1590.0,3.0,2.0,57.0,0.035849056603773584,35.84905660377358
10814,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1205.0,2.0,1.0,85.0,0.07053941908713693,70.53941908713693
10817,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1270.0,2.0,2.0,62.0,0.048818897637795275,48.818897637795274
10819,Super built-up  Area,Ready To Move,Jigani,3 BHK,1221.0,3.0,3.0,70.0,0.05733005733005733,57.33005733005733
10820,Built-up  Area,Ready To Move,Hoysalanagar,3 BHK,840.0,2.0,2.0,35.0,0.041666666666666664,41.666666666666664
10821,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2.0,2.0,63.0,0.04705003734129948,47.05003734129948
10823,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1315.0,2.0,1.0,85.0,0.06463878326996197,64.63878326996198
10825,Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,850.0,2.0,1.0,27.0,0.03176470588235294,31.76470588235294
10826,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1600.0,2.0,2.0,110.0,0.06875,68.75
10827,Built-up  Area,Ready To Move,Electronic City,2 BHK,1250.0,2.0,1.0,62.0,0.0496,49.6
10828,Super built-up  Area,Ready To Move,Motappa Layout,3 BHK,1312.0,2.0,1.0,56.5,0.0430640243902439,43.0640243902439
10829,Super built-up  Area,Ready To Move,Kadugodi,4 BHK,3000.0,4.0,0.0,134.0,0.04466666666666667,44.666666666666664
10830,Built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,1300.0,2.0,2.0,28.0,0.021538461538461538,21.538461538461537
10833,Plot  Area,Ready To Move,Ambedkar Nagar,4 Bedroom,5000.0,4.0,2.0,536.0,0.1072,107.2
10834,Super built-up  Area,Ready To Move,Kadugodi,3 BHK,1614.0,2.0,2.0,59.0,0.036555142503097895,36.5551425030979
10836,Super built-up  Area,Ready To Move,Basava Nagar,3 BHK,1182.0,2.0,1.0,60.1,0.05084602368866328,50.84602368866328
10837,Super built-up  Area,Ready To Move,Avalahalli,2 BHK,1053.0,2.0,1.0,46.29,0.04396011396011396,43.960113960113965
10839,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,2000.0,3.0,3.0,125.0,0.0625,62.5
10845,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1260.0,2.0,1.0,62.0,0.049206349206349205,49.2063492063492
10847,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702.0,3.0,2.0,107.0,0.06286721504112809,62.86721504112809
10848,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1080.0,2.0,2.0,65.0,0.06018518518518518,60.18518518518518
10850,Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,1035.0,2.0,1.0,39.0,0.03768115942028986,37.68115942028986
10856,Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,1210.0,2.0,1.0,65.0,0.05371900826446281,53.719008264462815
10858,Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,1900.0,2.0,2.0,65.0,0.034210526315789476,34.21052631578947
10859,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1935.0,4.0,2.0,125.0,0.06459948320413436,64.59948320413436
10860,Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,1410.0,3.0,3.0,90.0,0.06382978723404255,63.82978723404255
10861,Super built-up  Area,Ready To Move,Narayanapura,2 BHK,1469.0,2.0,2.0,99.14,0.06748808713410484,67.48808713410484
10862,Super built-up  Area,Ready To Move,Varthur,2 BHK,986.0,2.0,1.0,30.0,0.030425963488843813,30.425963488843813
10863,Super built-up  Area,Ready To Move,RBI Layout,3 BHK,1460.0,2.0,2.0,87.0,0.05958904109589041,59.58904109589041
10865,Super built-up  Area,Ready To Move,Chandapura,3 BHK,1345.0,2.0,2.0,39.5,0.029368029739776952,29.36802973977695
10866,Super built-up  Area,Ready To Move,Panathur,2 BHK,980.0,2.0,1.0,57.0,0.058163265306122446,58.16326530612245
10867,Built-up  Area,Ready To Move,Kudlu Gate,2 BHK,1164.0,2.0,2.0,75.0,0.06443298969072164,64.43298969072164
10868,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,929.0,1.0,2.0,51.0,0.05489773950484392,54.89773950484392
10873,Super built-up  Area,Ready To Move,Gunjur,3 BHK,1362.0,3.0,1.0,62.63,0.04598384728340676,45.98384728340676
10874,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,672.0,1.0,1.0,36.85,0.05483630952380952,54.836309523809526
10875,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1746.0,3.0,3.0,115.0,0.06586483390607102,65.86483390607103
10877,Super built-up  Area,Ready To Move,Harlur,2 BHK,1532.0,2.0,1.0,65.0,0.04242819843342036,42.42819843342036
10879,Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,1250.0,2.0,2.0,65.0,0.052,52.0
10880,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1188.0,2.0,1.0,39.0,0.03282828282828283,32.82828282828283
10887,Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,2507.0,4.0,2.0,155.0,0.061826884722776226,61.82688472277623
10888,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,1061.0,2.0,1.0,34.0,0.03204524033930255,32.045240339302545
10893,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,1333.0,3.0,1.0,50.0,0.037509377344336084,37.50937734433609
10894,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,119.0,0.0703725606150207,70.3725606150207
10900,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1765.0,3.0,2.0,118.0,0.06685552407932012,66.85552407932012
10901,Super built-up  Area,Ready To Move,Gottigere,2 BHK,1110.0,2.0,2.0,36.25,0.03265765765765766,32.65765765765766
10903,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,1044.0,2.0,2.0,36.0,0.034482758620689655,34.48275862068965
10904,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1518.0,3.0,3.0,80.0,0.052700922266139656,52.700922266139656
10905,Super built-up  Area,Ready To Move,KR Puram,3 BHK,1300.0,2.0,2.0,57.0,0.04384615384615385,43.84615384615385
10906,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,1798.0,3.0,3.0,73.0,0.040600667408231365,40.60066740823137
10907,Carpet  Area,Ready To Move,KR Puram,2 BHK,866.28,2.0,0.0,36.38,0.04199565960197627,41.99565960197627
10909,Super built-up  Area,Ready To Move,Singasandra,2 BHK,1179.0,2.0,2.0,56.0,0.04749787955894826,47.49787955894826
10911,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1125.0,2.0,1.0,48.0,0.042666666666666665,42.666666666666664
10915,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1190.0,2.0,2.0,61.8,0.05193277310924369,51.93277310924369
10924,Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,1852.0,4.0,2.0,122.0,0.06587473002159827,65.87473002159827
10926,Super built-up  Area,Ready To Move,Kaverappa Layout,4 BHK,3535.0,4.0,2.0,215.0,0.06082036775106082,60.820367751060814
10928,Super built-up  Area,Ready To Move,Omkar Nagar,4 BHK,1800.0,3.0,2.0,82.0,0.04555555555555556,45.55555555555556
10935,Carpet  Area,Ready To Move,Bhoopsandra,3 BHK,2050.0,3.0,2.0,135.0,0.06585365853658537,65.85365853658537
10936,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1335.0,2.0,1.0,95.0,0.07116104868913857,71.16104868913857
10939,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1140.0,2.0,1.0,59.0,0.05175438596491228,51.75438596491228
10940,Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,2376.0,3.0,1.0,240.0,0.10101010101010101,101.01010101010101
10943,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450.0,3.0,3.0,60.9,0.041999999999999996,41.99999999999999
10947,Built-up  Area,Ready To Move,Malleshwaram,3 BHK,2200.0,3.0,2.0,275.0,0.125,125.0
10949,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1740.0,3.0,3.0,80.0,0.04597701149425287,45.97701149425287
10954,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1525.0,2.0,3.0,63.0,0.04131147540983607,41.31147540983607
10958,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1250.0,2.0,2.0,65.0,0.052,52.0
10959,Super built-up  Area,Ready To Move,Kothanur,2 BHK,1400.0,2.0,1.0,70.0,0.05,50.0
10960,Super built-up  Area,Ready To Move,Ittamadu,3 BHK,1600.0,3.0,2.0,100.0,0.0625,62.5
10961,Built-up  Area,Ready To Move,Electronic City,2 BHK,1060.0,2.0,1.0,55.0,0.05188679245283019,51.88679245283019
10965,Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1945.0,3.0,3.0,115.0,0.05912596401028278,59.12596401028278
10969,Super built-up  Area,Ready To Move,3rd Block Koramangala,3 BHK,2100.0,3.0,1.0,270.0,0.12857142857142856,128.57142857142856
10970,Super built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,850.0,2.0,1.0,42.5,0.05,50.0
10971,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1880.0,3.0,2.0,110.0,0.05851063829787234,58.51063829787234
10973,Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,1060.0,2.0,2.0,52.0,0.04905660377358491,49.05660377358491
10974,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,2041.0,3.0,3.0,138.0,0.06761391474767271,67.61391474767271
10978,Super built-up  Area,Ready To Move,LB Shastri Nagar,2 BHK,1184.0,2.0,1.0,62.0,0.052364864864864864,52.36486486486486
10984,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702.0,3.0,2.0,120.0,0.07050528789659224,70.50528789659225
10985,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1185.0,2.0,2.0,45.0,0.0379746835443038,37.9746835443038
10987,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,1545.0,3.0,2.0,65.0,0.042071197411003236,42.07119741100323
10988,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,1515.0,2.0,2.0,135.0,0.0891089108910891,89.10891089108911
10989,Super built-up  Area,Ready To Move,Jigani,3 BHK,1300.0,3.0,3.0,55.0,0.04230769230769231,42.30769230769231
10991,Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,1720.0,3.0,2.0,106.0,0.06162790697674419,61.627906976744185
10992,Super built-up  Area,Ready To Move,Kuvempu Nagar,3 BHK,1540.0,3.0,2.0,150.0,0.09740259740259741,97.40259740259741
10995,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1100.0,2.0,1.0,38.0,0.034545454545454546,34.54545454545455
10996,Built-up  Area,Ready To Move,Sri Balaji Krupa Layout,4 Bedroom,3200.0,4.0,0.0,270.0,0.084375,84.375
10998,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,1250.0,2.0,0.0,48.0,0.0384,38.4
11000,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1584.01,3.0,1.0,104.0,0.06565615116066187,65.65615116066186
11003,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,1485.0,2.0,2.0,70.0,0.04713804713804714,47.13804713804714
11004,Built-up  Area,Ready To Move,Hennur Road,3 BHK,1100.0,2.0,1.0,78.0,0.07090909090909091,70.9090909090909
11011,Super built-up  Area,Ready To Move,Basavanapura,2 BHK,1165.0,2.0,1.0,65.0,0.055793991416309016,55.79399141630902
11012,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1110.0,2.0,1.0,43.0,0.03873873873873874,38.73873873873874
11014,Built-up  Area,Ready To Move,St. John's Road,4 BHK,4000.0,4.0,2.0,630.0,0.1575,157.5
11017,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1300.0,2.0,2.0,75.0,0.057692307692307696,57.69230769230769
11023,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1222.0,2.0,1.0,68.0,0.05564648117839607,55.64648117839607
11024,Super built-up  Area,Ready To Move,Varthur,2 BHK,1155.0,2.0,2.0,39.0,0.033766233766233764,33.76623376623376
11026,Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,1200.0,2.0,1.0,45.0,0.0375,37.5
11029,Built-up  Area,Ready To Move,Electronic City,2 BHK,870.0,2.0,2.0,24.0,0.027586206896551724,27.586206896551722
11033,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1345.0,3.0,1.0,58.0,0.04312267657992565,43.122676579925646
11035,Super built-up  Area,Ready To Move,EPIP Zone,4 BHK,3800.0,5.0,2.0,170.0,0.04473684210526316,44.73684210526316
11037,Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,52.32,0.04168924302788845,41.68924302788845
11038,Built-up  Area,Ready To Move,EPIP Zone,2 BHK,1810.0,2.0,2.0,65.0,0.03591160220994475,35.91160220994475
11040,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1185.0,2.0,2.0,45.0,0.0379746835443038,37.9746835443038
11041,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,1350.0,2.0,3.0,68.0,0.05037037037037037,50.370370370370374
11049,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,1170.0,2.0,3.0,50.0,0.042735042735042736,42.73504273504273
11050,Built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3420.0,4.0,2.0,225.0,0.06578947368421052,65.78947368421052
11051,Built-up  Area,Ready To Move,Hulimavu,3 BHK,1320.0,2.0,2.0,65.0,0.04924242424242424,49.24242424242424
11053,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,1870.0,3.0,3.0,180.0,0.0962566844919786,96.2566844919786
11054,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1510.0,2.0,1.0,110.0,0.0728476821192053,72.8476821192053
11057,Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,1500.0,2.0,1.0,70.0,0.04666666666666667,46.66666666666667
11058,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1149.0,2.0,1.0,130.0,0.11314186248912098,113.14186248912098
11059,Built-up  Area,Ready To Move,Thanisandra,4 BHK,1948.0,4.0,2.0,129.0,0.0662217659137577,66.2217659137577
11061,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1242.0,2.0,1.0,78.0,0.06280193236714976,62.80193236714976
11062,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1268.0,2.0,1.0,58.0,0.04574132492113565,45.74132492113565
11063,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,1101.0,2.0,1.0,50.0,0.045413260672116255,45.41326067211626
11064,Super built-up  Area,Ready To Move,Kallumantapa,2 BHK,1255.0,2.0,3.0,65.0,0.05179282868525897,51.79282868525897
11065,Super built-up  Area,Ready To Move,Gunjur,3 BHK,1362.0,3.0,1.0,62.63,0.04598384728340676,45.98384728340676
11066,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,984.0,3.0,2.0,140.0,0.14227642276422764,142.27642276422765
11069,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1345.0,2.0,1.0,57.0,0.04237918215613383,42.37918215613383
11072,Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,950.0,2.0,1.0,45.0,0.04736842105263158,47.36842105263158
11073,Super built-up  Area,Ready To Move,HBR Layout,2 BHK,1068.0,2.0,1.0,43.0,0.040262172284644196,40.262172284644194
11074,Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,860.0,1.0,2.0,31.0,0.03604651162790698,36.04651162790698
11076,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1756.0,3.0,2.0,66.73,0.03800113895216401,38.00113895216401
11077,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1205.0,2.0,1.0,41.0,0.03402489626556016,34.024896265560166
11079,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1800.0,3.0,2.0,125.0,0.06944444444444445,69.44444444444444
11081,Built-up  Area,Ready To Move,Hormavu,3 BHK,1604.0,3.0,0.0,68.0,0.04239401496259352,42.394014962593516
11088,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1050.0,2.0,2.0,33.1,0.03152380952380952,31.523809523809522
11093,Super built-up  Area,Ready To Move,Naganathapura,3 BHK,1451.0,3.0,1.0,68.0,0.04686423156443832,46.86423156443832
11095,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250.0,2.0,2.0,93.0,0.0744,74.39999999999999
11096,Plot  Area,Ready To Move,Meenakunte,3 Bedroom,4395.0,3.0,3.0,240.0,0.05460750853242321,54.60750853242321
11097,Super built-up  Area,Ready To Move,Hebbal,4 BHK,4600.0,6.0,2.0,650.0,0.14130434782608695,141.30434782608694
11098,Built-up  Area,Ready To Move,Sonnenahalli,3 BHK,1340.0,2.0,3.0,42.0,0.03134328358208955,31.34328358208955
11099,Super built-up  Area,Ready To Move,Abbaiah Reddy Layout,2 BHK,1100.0,2.0,2.0,38.5,0.035,35.0
11101,Super built-up  Area,Ready To Move, Devarachikkanahalli,3 BHK,1700.0,3.0,1.0,71.0,0.04176470588235294,41.76470588235294
11103,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1096.0,2.0,1.0,43.0,0.03923357664233577,39.23357664233577
11106,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,1269.0,2.0,2.0,63.0,0.04964539007092199,49.64539007092199
11110,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,56.5,0.038911845730027546,38.911845730027544
11114,Built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,1220.0,2.0,3.0,65.0,0.05327868852459016,53.27868852459016
11115,Super built-up  Area,Ready To Move,Harlur,2 BHK,1197.0,2.0,1.0,77.0,0.06432748538011696,64.32748538011695
11119,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,1135.0,2.0,2.0,58.0,0.05110132158590308,51.10132158590308
11123,Built-up  Area,Ready To Move,Avalahalli,3 BHK,2045.0,3.0,2.0,108.0,0.05281173594132029,52.81173594132029
11124,Super built-up  Area,Ready To Move,Sonnenahalli,2 BHK,1268.0,2.0,1.0,56.0,0.04416403785488959,44.16403785488959
11125,Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,39.0,0.044167610419026046,44.16761041902605
11126,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1600.0,3.0,3.0,100.0,0.0625,62.5
11127,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056.0,2.0,2.0,70.0,0.06628787878787878,66.28787878787878
11130,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1204.0,2.0,2.0,58.0,0.04817275747508306,48.17275747508306
11131,Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,1410.0,2.0,1.0,54.0,0.03829787234042553,38.297872340425535
